index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1064,459479,Male,Yes,70,No,Marketing,1.0,Low,2.0,Cat_6,A
6610,463254,Female,Yes,37,No,Executive,0.0,High,2.0,Cat_1,A
7528,460654,Female,Yes,48,No,Marketing,0.0,Average,2.0,Cat_4,D
3850,466689,Male,No,28,Yes,Artist,8.0,Low,3.0,Cat_6,C
3206,463276,Male,Yes,42,No,Executive,,Average,2.0,Cat_3,A
2544,467349,Female,No,53,No,Entertainment,0.0,Low,,Cat_6,D
7802,465911,Female,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
7618,459955,Male,No,47,Yes,Engineer,1.0,Low,2.0,Cat_6,D
4924,466691,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2,D
6793,460972,Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,A
2029,464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
94,467066,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,B
3610,465490,Female,Yes,35,Yes,Artist,0.0,Average,5.0,Cat_4,C
2471,467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A
1669,460667,Female,No,38,No,Homemaker,8.0,Low,,Cat_6,A
2214,463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
2876,460976,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
5795,461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
6318,462176,Male,Yes,29,No,Executive,0.0,Average,2.0,,D
2800,466529,Female,Yes,28,Yes,Doctor,0.0,Average,2.0,Cat_2,A
3644,459652,Female,No,26,No,Engineer,,Low,4.0,Cat_4,A
2481,466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,A
3082,464946,Male,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D
3671,459059,Male,Yes,87,No,Executive,,High,2.0,Cat_6,A
1085,459881,Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,D
1308,467467,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2267,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
5010,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,C
537,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,B
5269,459130,Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
5510,466635,Male,Yes,53,Yes,Artist,4.0,Average,2.0,Cat_6,C
322,467730,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
4339,460400,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
1672,465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,C
4113,464147,Male,Yes,41,Yes,Artist,0.0,High,3.0,Cat_6,C
3426,464678,Male,Yes,47,Yes,Executive,1.0,High,5.0,Cat_4,C
3060,460772,Male,Yes,70,No,Entertainment,1.0,Low,1.0,Cat_6,A
1452,467703,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
7506,459886,Male,Yes,26,No,Artist,1.0,Low,4.0,Cat_6,A
1187,463171,Female,Yes,36,No,Entertainment,1.0,High,3.0,Cat_3,A
4193,459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
7488,465658,Male,Yes,71,Yes,Artist,0.0,Average,4.0,Cat_6,C
7130,460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B
3359,461589,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,B
1919,465408,Male,No,30,No,Executive,,Low,4.0,Cat_6,D
2463,466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_1,D
184,467934,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
7514,467142,Male,Yes,40,Yes,Executive,0.0,Low,4.0,Cat_6,B
2860,460375,Male,No,40,Yes,Doctor,4.0,Low,2.0,Cat_6,C
7527,465796,Female,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_4,C
4428,467881,Female,No,33,Yes,Artist,10.0,Low,1.0,Cat_7,A
5458,461178,Male,Yes,33,No,Entertainment,1.0,Low,3.0,Cat_3,D
7146,463871,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B
3701,462009,Female,Yes,32,Yes,Healthcare,8.0,High,2.0,Cat_2,A
2638,465207,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,C
4244,467353,Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A
6365,460398,Female,No,39,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
2035,459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
5939,463043,Female,Yes,86,Yes,Lawyer,9.0,High,2.0,Cat_6,C
6020,465407,Female,No,27,Yes,Homemaker,3.0,Low,7.0,Cat_6,D
7333,465777,Female,No,30,Yes,Artist,9.0,Low,5.0,Cat_6,A
2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
6893,462080,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,C
3808,462626,Female,No,26,Yes,Engineer,0.0,Low,6.0,Cat_4,B
3986,459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,Cat_1,B
5950,459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,A
7432,464920,Male,No,36,Yes,Artist,2.0,Low,1.0,Cat_4,B
4739,460612,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3,C
844,459958,Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
1321,464130,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,A
6136,464838,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,D
5488,464358,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,B
2490,465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,C
10,464041,Female,No,26,Yes,Engineer,1.0,Low,3.0,Cat_6,A
4958,461539,Male,Yes,42,No,Entertainment,6.0,Average,2.0,Cat_2,A
6762,467808,Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,C
4913,467612,Male,Yes,67,Yes,Executive,1.0,Low,,Cat_7,B
6799,460257,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,D
6821,463566,Female,Yes,41,Yes,Homemaker,,Average,4.0,Cat_2,C
6135,460211,Male,Yes,25,,Artist,6.0,Low,1.0,Cat_6,A
201,466065,Male,,19,No,Healthcare,9.0,Low,3.0,Cat_3,D
3011,466769,Female,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
2184,460728,Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,B
1694,467457,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6,B
6104,465726,Male,No,70,No,,,Low,4.0,Cat_4,D
734,460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A
6761,459262,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,C
4401,464082,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
2401,465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
5546,458983,Female,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,C
7854,464301,Female,Yes,51,Yes,Doctor,0.0,Average,3.0,Cat_6,B
5851,460646,Male,Yes,57,Yes,Entertainment,,Low,,Cat_3,C
6196,466428,Female,No,23,No,,0.0,Low,2.0,Cat_6,D
5782,459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B
4319,462506,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C
6795,463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,D
7034,459967,Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,B
406,462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
5805,463545,Female,No,31,Yes,Doctor,0.0,Low,2.0,Cat_4,D
4766,461326,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_6,C
3662,460013,Female,No,68,No,,2.0,Low,3.0,Cat_7,D
4269,466842,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D
1678,460509,Male,No,23,No,Healthcare,,Low,4.0,Cat_3,D
1222,465436,Female,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_5,B
6614,463616,Female,Yes,48,No,Engineer,1.0,Average,5.0,Cat_3,B
7581,461614,Female,No,25,,Healthcare,1.0,Low,1.0,Cat_4,C
1,462643,Female,Yes,38,Yes,Engineer,,Average,3.0,Cat_4,A
1643,463614,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,C
2274,467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
6747,461654,Female,No,67,Yes,Artist,0.0,Low,1.0,Cat_7,B
6261,460376,Female,No,29,Yes,Healthcare,3.0,Low,4.0,Cat_2,C
3107,464012,Female,Yes,75,Yes,Lawyer,3.0,High,2.0,Cat_6,A
7405,465855,Male,No,42,Yes,Artist,1.0,Low,1.0,Cat_2,A
7386,459305,Male,Yes,29,No,Healthcare,13.0,High,2.0,Cat_6,B
446,464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
6946,463167,Male,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6,A
1244,465411,Female,Yes,38,Yes,Engineer,0.0,Low,1.0,Cat_5,D
273,464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_4,B
6939,463924,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_5,B
1369,462137,Male,No,28,Yes,Doctor,1.0,Low,1.0,Cat_6,A
1161,460496,Male,No,19,No,Healthcare,7.0,Low,5.0,Cat_3,D
6599,459236,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,B
4449,464958,Female,Yes,42,No,Engineer,1.0,Average,6.0,Cat_4,B
2150,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
6485,464381,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_6,A
7222,461701,Male,Yes,40,No,Artist,1.0,Average,2.0,Cat_5,C
1245,465595,Female,No,38,No,Engineer,0.0,Low,3.0,Cat_4,C
7925,464729,Male,No,36,No,Marketing,,Low,4.0,Cat_4,D
6469,462269,Male,Yes,83,Yes,Artist,2.0,High,2.0,Cat_6,A
1717,465591,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4,A
1723,461726,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,C
1852,466459,Female,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_6,B
2855,464345,Female,Yes,57,Yes,Artist,2.0,High,3.0,Cat_6,C
2614,465517,Female,Yes,68,Yes,Artist,1.0,Low,2.0,Cat_6,A
5370,464114,Female,No,36,No,Doctor,0.0,Low,2.0,Cat_6,A
2442,460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2015,462803,Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
4909,462217,Female,No,42,Yes,Executive,,Low,1.0,Cat_4,B
4332,465576,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,A
4765,464055,Male,Yes,32,Yes,Doctor,0.0,Low,,,D
3360,463269,Male,Yes,36,Yes,Entertainment,2.0,Average,2.0,Cat_3,A
5090,465159,Male,Yes,57,No,Entertainment,0.0,Low,1.0,Cat_6,A
4811,467558,Male,Yes,50,Yes,Doctor,0.0,Average,8.0,Cat_6,C
996,460426,Male,Yes,45,No,Artist,4.0,Average,2.0,Cat_6,C
6443,461781,Male,Yes,57,Yes,Artist,0.0,Low,2.0,Cat_6,C
3825,465716,Female,No,59,Yes,Artist,0.0,Low,2.0,Cat_6,C
4775,467350,Female,No,30,Yes,Homemaker,6.0,Low,1.0,Cat_6,D
6682,463546,Female,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
4644,466887,Male,Yes,36,Yes,Entertainment,1.0,Low,3.0,Cat_3,A
1463,459708,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,A
4656,465241,Male,No,23,No,Healthcare,3.0,Low,2.0,Cat_4,D
2421,463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,D
6875,467158,Female,No,25,No,Healthcare,0.0,Low,,Cat_6,D
6706,465292,Female,No,42,Yes,Doctor,0.0,Low,3.0,Cat_6,B
3023,459896,Female,Yes,40,Yes,Artist,9.0,Low,2.0,Cat_6,C
3876,460675,Female,No,32,Yes,Engineer,,Low,,Cat_3,D
4101,465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
811,465328,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6,A
1165,459306,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,C
1070,462369,Male,Yes,63,No,Entertainment,1.0,Average,5.0,Cat_6,C
826,460528,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3,C
4032,463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0,Cat_6,B
1800,462072,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
4096,461082,Male,No,23,No,Healthcare,8.0,Low,4.0,Cat_1,D
5463,463157,Male,Yes,46,Yes,Entertainment,5.0,Low,3.0,Cat_6,A
4645,463682,Male,Yes,41,Yes,Artist,12.0,Average,2.0,Cat_6,B
5308,467776,Female,No,25,Yes,Doctor,0.0,Low,4.0,Cat_6,D
4893,464261,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,C
1932,461226,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
1004,463297,Male,No,27,Yes,Healthcare,4.0,Low,2.0,Cat_6,D
7976,465530,Female,Yes,56,Yes,Artist,1.0,Average,4.0,Cat_6,C
3119,467532,Male,Yes,53,Yes,Artist,8.0,Low,1.0,Cat_6,A
8006,462800,Female,Yes,62,Yes,Lawyer,9.0,Average,2.0,Cat_4,B
6396,459670,Female,Yes,39,Yes,Entertainment,7.0,Average,2.0,Cat_6,B
7809,459994,Male,No,25,No,Entertainment,0.0,Low,3.0,Cat_6,A
5373,463351,Female,No,22,,Healthcare,3.0,Low,4.0,Cat_5,D
1851,466910,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
5164,461170,Female,No,40,No,Engineer,0.0,Low,3.0,Cat_3,A
3460,465852,Male,Yes,39,Yes,Doctor,1.0,Low,2.0,Cat_4,B
774,464103,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
4852,462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,D
1677,460294,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,D
7679,458988,Female,No,29,No,Marketing,2.0,Low,3.0,Cat_6,D
3379,462339,Male,No,33,Yes,Artist,3.0,Low,5.0,Cat_6,A
7781,461219,Female,No,28,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
1641,462671,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,A
7276,461275,Male,Yes,66,Yes,Marketing,1.0,High,2.0,Cat_6,B
4746,461012,Male,No,35,No,Doctor,1.0,Low,3.0,Cat_3,D
1454,461322,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,C
5767,459491,Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,C
6760,464196,Female,,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
4524,464033,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
913,463766,Female,Yes,57,Yes,Artist,1.0,Average,3.0,,C
1621,460286,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D
2812,463623,Male,No,33,Yes,Doctor,0.0,Low,3.0,Cat_6,C
7359,466450,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
6088,464061,Male,Yes,30,Yes,Artist,12.0,Average,2.0,Cat_6,B
8000,462851,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
3343,467417,Female,Yes,53,Yes,Artist,4.0,Average,6.0,Cat_6,C
2207,465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
4496,461782,Female,Yes,45,Yes,Artist,,High,5.0,Cat_6,C
3505,460001,Male,Yes,41,Yes,Artist,4.0,Average,2.0,Cat_2,A
2099,467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
5145,466743,Male,No,26,No,Entertainment,1.0,Low,2.0,Cat_6,A
3447,465599,Female,Yes,47,Yes,Healthcare,0.0,Average,6.0,Cat_1,C
6123,463624,Male,Yes,62,Yes,Executive,0.0,High,4.0,Cat_6,C
6176,461894,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
4562,459223,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,C
7206,463129,Male,Yes,69,No,Doctor,,Low,1.0,Cat_6,A
326,465758,Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,D
5656,466944,Male,Yes,47,No,Entertainment,1.0,Low,1.0,Cat_6,A
4518,466979,Female,Yes,39,Yes,Homemaker,,Low,1.0,Cat_3,A
3035,464725,Male,Yes,45,No,Executive,11.0,High,9.0,Cat_4,A
4321,461253,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D
5219,464779,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,A
3439,463828,Male,Yes,43,No,Engineer,0.0,Average,2.0,Cat_1,C
1960,460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
5608,459883,Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_2,B
3902,466867,Female,No,27,No,Homemaker,14.0,Low,1.0,Cat_6,D
2404,466480,Female,Yes,40,Yes,Artist,,Average,2.0,Cat_4,C
3792,464782,Male,Yes,35,No,Marketing,0.0,Low,3.0,Cat_4,D
2285,459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
6091,466913,Male,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
474,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,B
3549,466249,Female,No,18,No,Healthcare,8.0,Low,4.0,Cat_4,D
248,464884,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_4,A
3389,461505,Female,Yes,39,No,Artist,0.0,High,3.0,Cat_6,B
8053,465667,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_2,D
7573,462192,Female,No,23,No,Healthcare,0.0,Low,6.0,Cat_4,D
2277,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
609,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
3801,459015,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
1296,462661,Female,Yes,62,Yes,Artist,2.0,High,3.0,Cat_6,C
4853,466259,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_6,D
3994,467296,Female,Yes,69,Yes,Artist,,Average,2.0,Cat_3,C
7226,464093,Female,No,25,No,Engineer,1.0,Low,,Cat_7,D
5009,467823,Male,Yes,45,Yes,Doctor,6.0,Average,2.0,Cat_6,C
5658,465273,Female,No,35,Yes,Healthcare,9.0,Low,2.0,Cat_2,D
6781,466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D
7864,465221,Male,Yes,88,Yes,Artist,0.0,High,2.0,Cat_6,C
278,459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A
3982,459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,Cat_4,D
6766,467461,Female,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,B
6636,466165,Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_2,B
2657,459957,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,A
5105,464128,Male,Yes,52,No,Entertainment,0.0,Average,4.0,Cat_5,B
2735,463956,Female,No,28,No,Entertainment,0.0,Low,5.0,Cat_2,D
7296,461471,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C
4365,464340,Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,B
8052,467455,Female,No,37,Yes,Artist,8.0,Low,2.0,Cat_6,C
4322,460466,Female,No,19,No,Healthcare,8.0,Low,,Cat_6,D
2536,461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,A
3392,465587,Male,Yes,42,Yes,Entertainment,,Low,5.0,Cat_3,B
4380,461768,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
1824,460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,D
4034,465242,Male,No,22,No,Healthcare,7.0,Low,4.0,Cat_3,D
5721,466914,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
7379,463694,Female,No,40,No,Marketing,,Low,,Cat_6,D
7889,459139,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_4,C
3783,459609,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,A
5980,465027,Male,Yes,41,Yes,Doctor,0.0,Low,2.0,Cat_6,B
1769,466045,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,B
1008,459393,Female,No,40,No,Healthcare,8.0,Low,3.0,Cat_3,D
330,465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
3032,463164,Male,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C
1138,467602,Female,No,30,No,Entertainment,1.0,Low,4.0,Cat_6,D
5940,464316,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
5684,461321,Male,Yes,50,Yes,Artist,13.0,Low,1.0,Cat_6,C
1565,467827,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2329,464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
4737,460888,Male,Yes,42,No,Homemaker,8.0,Low,1.0,Cat_6,A
2352,467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D
4102,462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,D
1114,459812,Female,No,43,Yes,Engineer,0.0,Low,1.0,Cat_3,A
1904,462639,Female,Yes,43,No,Engineer,,Average,2.0,Cat_4,D
4125,460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0,Cat_6,A
708,459748,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,C
3764,461364,Female,No,46,No,Doctor,0.0,Low,2.0,Cat_6,B
5422,464292,Male,Yes,55,Yes,Artist,0.0,Average,2.0,Cat_6,C
7207,467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2925,464769,Female,,51,No,Engineer,9.0,Average,4.0,Cat_4,B
7110,467586,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B
2684,467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,D
4742,459684,Male,Yes,52,Yes,Entertainment,,Average,3.0,Cat_6,B
7233,459000,Male,Yes,58,No,Executive,12.0,High,2.0,Cat_6,C
6127,460595,Male,Yes,21,No,Doctor,1.0,Low,3.0,Cat_3,D
7223,466516,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
97,461334,Male,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,C
1844,464089,Female,Yes,40,Yes,Artist,5.0,High,5.0,,B
1913,459941,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,B
7966,462118,Male,No,30,Yes,Artist,1.0,Low,3.0,Cat_6,C
2952,459495,Male,No,29,Yes,Artist,,Low,3.0,Cat_6,D
401,461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,D
4383,465479,Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,D
4804,463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
7265,467772,Female,No,25,No,Marketing,1.0,Low,2.0,Cat_6,D
7279,462784,Female,No,30,No,Executive,,Low,1.0,Cat_3,C
1046,462529,Female,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,B
7452,466990,Male,Yes,39,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
3019,467815,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,C
3285,463134,Male,No,29,Yes,Entertainment,,Low,1.0,Cat_6,D
3911,464218,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,A
7050,462459,Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,A
3828,462443,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_4,D
5524,463187,Female,Yes,51,Yes,Artist,8.0,Low,2.0,Cat_6,C
1044,467585,Male,Yes,40,Yes,Healthcare,6.0,High,2.0,Cat_6,A
2873,460396,Female,Yes,41,Yes,Entertainment,9.0,Low,1.0,Cat_7,D
4813,461663,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
7299,464146,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
1306,462304,Male,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4,B
3638,460058,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_4,B
3422,461060,Male,Yes,59,Yes,Executive,1.0,High,5.0,Cat_6,C
6177,461176,Female,Yes,66,No,Engineer,6.0,Average,4.0,Cat_5,B
7620,463424,Female,Yes,62,Yes,Artist,5.0,Average,5.0,Cat_6,C
2473,462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,B
2347,460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
1342,467588,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,C
4745,467892,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6,D
5252,464387,Female,No,27,Yes,Artist,9.0,Low,5.0,Cat_6,B
3331,460170,Male,Yes,68,No,Artist,0.0,Low,1.0,Cat_6,C
1501,466444,Male,Yes,50,Yes,Doctor,,Average,4.0,Cat_3,C
1023,466630,Male,No,29,No,Healthcare,0.0,Low,4.0,Cat_6,C
6746,465135,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,B
6993,467250,Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
4816,466191,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2,C
6927,459328,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,B
3512,461201,Female,No,59,Yes,Artist,,Low,1.0,Cat_6,C
6563,460934,Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,D
6701,459497,Female,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
3516,461896,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
2546,467172,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,C
1086,461772,Female,Yes,41,Yes,Engineer,1.0,Average,3.0,Cat_4,B
2683,462053,Male,Yes,28,Yes,Artist,,Low,2.0,Cat_6,B
5865,463348,Female,Yes,40,Yes,Doctor,1.0,Low,2.0,Cat_6,A
6864,464482,Male,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,C
6228,461067,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
5166,466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,D
671,461064,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C
653,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,A
5017,464152,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6,B
6090,461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,B
6755,464717,Male,Yes,25,No,Executive,4.0,High,8.0,Cat_4,D
1508,464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,A
